TimeStamp,macd_feature,close,Ask,Bid,Volume,Position,Cash,NetValue,Action
2025-05-20 15:30:00,0.006,59.47,59.48,59.47,1299.0,1,-59.48,-0.01,Buy
2025-05-20 15:31:00,-0.002,59.44,59.44,59.43,2565.0,0,-0.05,-0.05,Sell
2025-05-20 15:32:00,-0.013,59.41,59.41,59.4,1415.0,0,-0.05,-0.05,Hold
2025-05-20 15:33:00,-0.016,59.44,59.45,59.44,785.0,0,-0.05,-0.05,Hold
2025-05-20 15:34:00,-0.015,59.46,59.47,59.46,1401.0,0,-0.05,-0.05,Hold
2025-05-20 15:35:00,-0.027,59.37,59.38,59.37,2324.0,0,-0.05,-0.05,Hold
2025-05-20 15:36:00,-0.045,59.3,59.3,59.29,2227.0,0,-0.05,-0.05,Hold
2025-05-20 15:37:00,-0.055,59.33,59.33,59.32,1016.0,0,-0.05,-0.05,Hold
2025-05-20 15:38:00,-0.055,59.37,59.37,59.36,1729.0,0,-0.05,-0.05,Hold
2025-05-20 15:39:00,-0.047,59.42,59.43,59.42,1704.0,0,-0.05,-0.05,Hold
2025-05-20 15:40:00,-0.05,59.35,59.35,59.34,1141.0,0,-0.05,-0.05,Hold
2025-05-20 15:41:00,-0.055,59.33,59.33,59.32,1191.0,0,-0.05,-0.05,Hold
2025-05-20 15:42:00,-0.068,59.26,59.26,59.25,2372.0,0,-0.05,-0.05,Hold
2025-05-20 15:43:00,-0.066,59.33,59.33,59.32,1921.0,0,-0.05,-0.05,Hold
2025-05-20 15:44:00,-0.075,59.25,59.26,59.25,3617.0,0,-0.05,-0.05,Hold
2025-05-20 15:45:00,-0.079,59.27,59.27,59.26,1426.0,0,-0.05,-0.05,Hold
2025-05-20 15:46:00,-0.081,59.26,59.26,59.25,1670.0,0,-0.05,-0.05,Hold
2025-05-20 15:47:00,-0.089,59.21,59.22,59.21,1533.0,0,-0.05,-0.05,Hold
2025-05-20 15:48:00,-0.081,59.3,59.31,59.3,1374.0,0,-0.05,-0.05,Hold
2025-05-20 15:49:00,-0.078,59.27,59.27,59.26,888.0,0,-0.05,-0.05,Hold
2025-05-20 15:50:00,-0.077,59.25,59.25,59.24,922.0,0,-0.05,-0.05,Hold
2025-05-20 15:51:00,-0.072,59.27,59.28,59.27,1176.0,0,-0.05,-0.05,Hold
2025-05-20 15:52:00,-0.054,59.36,59.36,59.35,999.0,0,-0.05,-0.05,Hold
2025-05-20 15:53:00,-0.03,59.42,59.42,59.41,1196.0,0,-0.05,-0.05,Hold
2025-05-20 15:54:00,-0.005,59.46,59.46,59.45,1295.0,0,-0.05,-0.05,Hold
2025-05-20 15:55:00,0.013,59.44,59.45,59.44,1370.0,1,-59.5,-0.06,Buy
2025-05-20 15:56:00,0.025,59.43,59.44,59.43,1204.0,1,-59.5,-0.07,Hold
2025-05-20 15:57:00,0.033,59.42,59.43,59.42,595.0,1,-59.5,-0.08,Hold
2025-05-20 15:58:00,0.029,59.35,59.36,59.35,1315.0,1,-59.5,-0.15,Hold
2025-05-20 15:59:00,0.031,59.38,59.39,59.38,664.0,1,-59.5,-0.12,Hold
2025-05-20 16:00:00,0.03,59.36,59.36,59.35,327.0,1,-59.5,-0.15,Hold
2025-05-20 16:01:00,0.021,59.31,59.31,59.3,643.0,1,-59.5,-0.2,Hold
2025-05-20 16:02:00,0.012,59.29,59.3,59.29,428.0,1,-59.5,-0.21,Hold
2025-05-20 16:03:00,0.016,59.36,59.36,59.35,945.0,1,-59.5,-0.15,Hold
2025-05-20 16:04:00,0.02,59.37,59.38,59.37,744.0,1,-59.5,-0.13,Hold
2025-05-20 16:05:00,0.039,59.47,59.47,59.46,751.0,1,-59.5,-0.04,Hold
2025-05-20 16:06:00,0.05,59.45,59.45,59.44,770.0,1,-59.5,-0.06,Hold
2025-05-20 16:07:00,0.053,59.41,59.42,59.41,1013.0,1,-59.5,-0.09,Hold
2025-05-20 16:08:00,0.064,59.47,59.47,59.46,930.0,1,-59.5,-0.04,Hold
2025-05-20 16:09:00,0.068,59.44,59.44,59.43,846.0,1,-59.5,-0.07,Hold
2025-05-20 16:10:00,0.075,59.47,59.47,59.46,1194.0,1,-59.5,-0.04,Hold
2025-05-20 16:11:00,0.079,59.46,59.46,59.45,955.0,1,-59.5,-0.05,Hold
2025-05-20 16:12:00,0.081,59.46,59.46,59.45,1127.0,1,-59.5,-0.05,Hold
2025-05-20 16:13:00,0.084,59.47,59.47,59.46,358.0,1,-59.5,-0.04,Hold
2025-05-20 16:14:00,0.082,59.44,59.44,59.43,1327.0,1,-59.5,-0.07,Hold
2025-05-20 16:15:00,0.086,59.49,59.49,59.48,539.0,1,-59.5,-0.02,Hold
2025-05-20 16:16:00,0.09,59.49,59.5,59.49,1551.0,1,-59.5,-0.01,Hold
2025-05-20 16:17:00,0.093,59.5,59.5,59.49,1038.0,1,-59.5,-0.01,Hold
2025-05-20 16:18:00,0.11,59.6,59.6,59.59,1406.0,1,-59.5,0.09,Hold
2025-05-20 16:19:00,0.119,59.58,59.59,59.58,887.0,1,-59.5,0.08,Hold
2025-05-20 16:20:00,0.136,59.66,59.66,59.65,2177.0,1,-59.5,0.15,Hold
2025-05-20 16:21:00,0.146,59.64,59.65,59.64,1380.0,1,-59.5,0.14,Hold
2025-05-20 16:22:00,0.158,59.68,59.69,59.68,474.0,1,-59.5,0.18,Hold
2025-05-20 16:23:00,0.165,59.67,59.67,59.66,928.0,1,-59.5,0.16,Hold
2025-05-20 16:24:00,0.164,59.64,59.65,59.64,934.0,1,-59.5,0.14,Hold
2025-05-20 16:25:00,0.161,59.63,59.64,59.63,1282.0,1,-59.5,0.13,Hold
2025-05-20 16:26:00,0.155,59.62,59.63,59.62,1198.0,1,-59.5,0.12,Hold
2025-05-20 16:27:00,0.146,59.6,59.6,59.59,846.0,1,-59.5,0.09,Hold
2025-05-20 16:28:00,0.131,59.55,59.55,59.54,979.0,1,-59.5,0.04,Hold
2025-05-20 16:29:00,0.115,59.53,59.53,59.52,568.0,1,-59.5,0.02,Hold
2025-05-20 16:30:00,0.104,59.55,59.56,59.55,751.0,1,-59.5,0.05,Hold
2025-05-20 16:31:00,0.1,59.58,59.58,59.57,771.0,1,-59.5,0.07,Hold
2025-05-20 16:32:00,0.086,59.52,59.53,59.52,1009.0,1,-59.5,0.02,Hold
2025-05-20 16:33:00,0.074,59.51,59.51,59.5,1749.0,1,-59.5,0.0,Hold
2025-05-20 16:34:00,0.06,59.49,59.49,59.48,678.0,1,-59.5,-0.02,Hold
2025-05-20 16:35:00,0.042,59.44,59.44,59.43,253.0,1,-59.5,-0.07,Hold
2025-05-20 16:36:00,0.026,59.43,59.44,59.43,409.0,1,-59.5,-0.07,Hold
2025-05-20 16:37:00,0.022,59.49,59.5,59.49,352.0,1,-59.5,-0.01,Hold
2025-05-20 16:38:00,0.025,59.53,59.53,59.52,443.0,1,-59.5,0.02,Hold
2025-05-20 16:39:00,0.03,59.55,59.56,59.55,656.0,1,-59.5,0.05,Hold
2025-05-20 16:40:00,0.036,59.57,59.57,59.56,758.0,1,-59.5,0.06,Hold
2025-05-20 16:41:00,0.035,59.53,59.54,59.53,399.0,1,-59.5,0.03,Hold
2025-05-20 16:42:00,0.034,59.53,59.54,59.53,1161.0,1,-59.5,0.03,Hold
2025-05-20 16:43:00,0.037,59.56,59.57,59.56,597.0,1,-59.5,0.06,Hold
2025-05-20 16:44:00,0.041,59.57,59.58,59.57,577.0,1,-59.5,0.07,Hold
2025-05-20 16:45:00,0.044,59.58,59.59,59.58,406.0,1,-59.5,0.08,Hold
2025-05-20 16:46:00,0.059,59.66,59.66,59.65,924.0,1,-59.5,0.15,Hold
2025-05-20 16:47:00,0.069,59.66,59.67,59.66,588.0,1,-59.5,0.16,Hold
2025-05-20 16:48:00,0.072,59.63,59.64,59.63,457.0,1,-59.5,0.13,Hold
2025-05-20 16:49:00,0.073,59.63,59.64,59.63,399.0,1,-59.5,0.13,Hold
2025-05-20 16:50:00,0.064,59.56,59.56,59.55,703.0,1,-59.5,0.05,Hold
2025-05-20 16:51:00,0.048,59.51,59.52,59.51,1084.0,1,-59.5,0.01,Hold
2025-05-20 16:52:00,0.033,59.49,59.5,59.49,1095.0,1,-59.5,-0.01,Hold
2025-05-20 16:53:00,0.02,59.49,59.5,59.49,714.0,1,-59.5,-0.01,Hold
2025-05-20 16:54:00,0.013,59.51,59.51,59.5,590.0,1,-59.5,0.0,Hold
2025-05-20 16:55:00,0.011,59.53,59.53,59.52,1122.0,1,-59.5,0.02,Hold
2025-05-20 16:56:00,0.006,59.51,59.52,59.51,402.0,1,-59.5,0.01,Hold
2025-05-20 16:57:00,-0.004,59.47,59.47,59.46,764.0,0,-0.04,-0.04,Sell
2025-05-20 16:58:00,-0.015,59.45,59.45,59.44,746.0,0,-0.04,-0.04,Hold
2025-05-20 16:59:00,-0.027,59.42,59.43,59.42,205.0,0,-0.04,-0.04,Hold
2025-05-20 17:00:00,-0.03,59.46,59.47,59.46,1310.0,0,-0.04,-0.04,Hold
2025-05-20 17:01:00,-0.033,59.46,59.47,59.46,722.0,0,-0.04,-0.04,Hold
2025-05-20 17:02:00,-0.029,59.5,59.5,59.49,418.0,0,-0.04,-0.04,Hold
2025-05-20 17:03:00,-0.026,59.49,59.5,59.49,438.0,0,-0.04,-0.04,Hold
2025-05-20 17:04:00,-0.024,59.49,59.49,59.48,833.0,0,-0.04,-0.04,Hold
2025-05-20 17:05:00,-0.026,59.47,59.48,59.47,1021.0,0,-0.04,-0.04,Hold
2025-05-20 17:06:00,-0.023,59.49,59.49,59.48,380.0,0,-0.04,-0.04,Hold
2025-05-20 17:07:00,-0.014,59.54,59.54,59.53,954.0,0,-0.04,-0.04,Hold
2025-05-20 17:08:00,-0.01,59.52,59.53,59.52,831.0,0,-0.04,-0.04,Hold
2025-05-20 17:09:00,-0.005,59.53,59.54,59.53,612.0,0,-0.04,-0.04,Hold
2025-05-20 17:10:00,-0.007,59.49,59.5,59.49,434.0,0,-0.04,-0.04,Hold
2025-05-20 17:11:00,-0.002,59.53,59.54,59.53,369.0,0,-0.04,-0.04,Hold
2025-05-20 17:12:00,0.006,59.56,59.56,59.55,513.0,1,-59.6,-0.05,Buy
2025-05-20 17:13:00,0.014,59.58,59.59,59.58,471.0,1,-59.6,-0.02,Hold
2025-05-20 17:14:00,0.023,59.59,59.6,59.59,302.0,1,-59.6,-0.01,Hold
2025-05-20 17:15:00,0.035,59.63,59.63,59.62,530.0,1,-59.6,0.02,Hold
2025-05-20 17:16:00,0.041,59.61,59.62,59.61,247.0,1,-59.6,0.01,Hold
2025-05-20 17:17:00,0.043,59.6,59.61,59.6,673.0,1,-59.6,0.0,Hold
2025-05-20 17:18:00,0.045,59.6,59.61,59.6,675.0,1,-59.6,0.0,Hold
2025-05-20 17:19:00,0.046,59.6,59.61,59.6,638.0,1,-59.6,0.0,Hold
2025-05-20 17:20:00,0.046,59.6,59.6,59.59,560.0,1,-59.6,-0.01,Hold
2025-05-20 17:21:00,0.035,59.53,59.54,59.53,708.0,1,-59.6,-0.07,Hold
2025-05-20 17:22:00,0.025,59.52,59.52,59.51,541.0,1,-59.6,-0.09,Hold
2025-05-20 17:23:00,0.016,59.51,59.51,59.5,569.0,1,-59.6,-0.1,Hold
2025-05-20 17:24:00,0.008,59.51,59.52,59.51,1401.0,1,-59.6,-0.09,Hold
2025-05-20 17:25:00,0.009,59.56,59.57,59.56,798.0,1,-59.6,-0.04,Hold
2025-05-20 17:26:00,0.023,59.65,59.65,59.64,1922.0,1,-59.6,0.04,Hold
2025-05-20 17:27:00,0.041,59.7,59.71,59.7,2189.0,1,-59.6,0.1,Hold
2025-05-20 17:28:00,0.056,59.71,59.71,59.7,1815.0,1,-59.6,0.1,Hold
2025-05-20 17:29:00,0.074,59.76,59.77,59.76,1348.0,1,-59.6,0.16,Hold
2025-05-20 17:30:00,0.088,59.77,59.77,59.76,2006.0,1,-59.6,0.16,Hold
2025-05-20 17:31:00,0.107,59.83,59.83,59.82,2503.0,1,-59.6,0.22,Hold
2025-05-20 17:32:00,0.115,59.79,59.8,59.79,4568.0,1,-59.6,0.19,Hold
2025-05-20 17:33:00,0.125,59.83,59.83,59.82,1314.0,1,-59.6,0.22,Hold
2025-05-20 17:34:00,0.135,59.85,59.85,59.84,1647.0,1,-59.6,0.24,Hold
2025-05-20 17:35:00,0.137,59.82,59.82,59.81,940.0,1,-59.6,0.21,Hold
2025-05-20 17:36:00,0.136,59.82,59.83,59.82,1102.0,1,-59.6,0.22,Hold
2025-05-20 17:37:00,0.141,59.87,59.88,59.87,779.0,1,-59.6,0.27,Hold
2025-05-20 17:38:00,0.148,59.9,59.91,59.9,420.0,1,-59.6,0.3,Hold
2025-05-20 17:39:00,0.145,59.85,59.85,59.84,776.0,1,-59.6,0.24,Hold
2025-05-20 17:40:00,0.137,59.83,59.83,59.82,494.0,1,-59.6,0.22,Hold
2025-05-20 17:41:00,0.127,59.81,59.81,59.8,344.0,1,-59.6,0.2,Hold
2025-05-20 17:42:00,0.115,59.8,59.81,59.8,654.0,1,-59.6,0.2,Hold
2025-05-20 17:43:00,0.102,59.78,59.79,59.78,663.0,1,-59.6,0.18,Hold
2025-05-20 17:44:00,0.091,59.78,59.78,59.77,574.0,1,-59.6,0.17,Hold
2025-05-20 17:45:00,0.085,59.81,59.81,59.8,462.0,1,-59.6,0.2,Hold
2025-05-20 17:46:00,0.077,59.79,59.8,59.79,353.0,1,-59.6,0.19,Hold
2025-05-20 17:47:00,0.067,59.78,59.79,59.78,186.0,1,-59.6,0.18,Hold
2025-05-20 17:48:00,0.065,59.82,59.83,59.82,697.0,1,-59.6,0.22,Hold
2025-05-20 17:49:00,0.061,59.81,59.81,59.8,285.0,1,-59.6,0.2,Hold
2025-05-20 17:50:00,0.056,59.81,59.82,59.81,173.0,1,-59.6,0.21,Hold
2025-05-20 17:51:00,0.052,59.81,59.82,59.81,280.0,1,-59.6,0.21,Hold
2025-05-20 17:52:00,0.054,59.85,59.85,59.84,1440.0,1,-59.6,0.24,Hold
2025-05-20 17:53:00,0.057,59.87,59.87,59.86,1374.0,1,-59.6,0.26,Hold
2025-05-20 17:54:00,0.055,59.85,59.86,59.85,1508.0,1,-59.6,0.25,Hold
2025-05-20 17:55:00,0.056,59.87,59.88,59.87,780.0,1,-59.6,0.27,Hold
2025-05-20 17:56:00,0.066,59.94,59.94,59.93,497.0,1,-59.6,0.33,Hold
2025-05-20 17:57:00,0.073,59.94,59.94,59.93,703.0,1,-59.6,0.33,Hold
2025-05-20 17:58:00,0.074,59.92,59.93,59.92,486.0,1,-59.6,0.32,Hold
2025-05-20 17:59:00,0.073,59.92,59.92,59.91,379.0,1,-59.6,0.31,Hold
2025-05-20 18:00:00,0.066,59.88,59.89,59.88,620.0,1,-59.6,0.28,Hold
2025-05-20 18:01:00,0.065,59.92,59.93,59.92,986.0,1,-59.6,0.32,Hold
2025-05-20 18:02:00,0.066,59.94,59.95,59.94,729.0,1,-59.6,0.34,Hold
2025-05-20 18:03:00,0.07,59.97,59.97,59.96,744.0,1,-59.6,0.36,Hold
2025-05-20 18:04:00,0.073,59.98,59.99,59.98,1329.0,1,-59.6,0.38,Hold
2025-05-20 18:05:00,0.069,59.94,59.94,59.93,497.0,1,-59.6,0.33,Hold
2025-05-20 18:06:00,0.049,59.84,59.85,59.84,498.0,1,-59.6,0.24,Hold
2025-05-20 18:07:00,0.032,59.83,59.84,59.83,625.0,1,-59.6,0.23,Hold
2025-05-20 18:08:00,0.021,59.85,59.85,59.84,143.0,1,-59.6,0.24,Hold
2025-05-20 18:09:00,0.011,59.85,59.86,59.85,291.0,1,-59.6,0.25,Hold
2025-05-20 18:10:00,-0.003,59.81,59.81,59.8,670.0,0,0.2,0.2,Sell
2025-05-20 18:11:00,-0.017,59.79,59.79,59.78,298.0,0,0.2,0.2,Hold
2025-05-20 18:12:00,-0.03,59.78,59.79,59.78,198.0,0,0.2,0.2,Hold
2025-05-20 18:13:00,-0.035,59.81,59.82,59.81,411.0,0,0.2,0.2,Hold
2025-05-20 18:14:00,-0.04,59.81,59.81,59.8,218.0,0,0.2,0.2,Hold
2025-05-20 18:15:00,-0.048,59.78,59.78,59.77,270.0,0,0.2,0.2,Hold
2025-05-20 18:16:00,-0.042,59.86,59.87,59.86,825.0,0,0.2,0.2,Hold
2025-05-20 18:17:00,-0.035,59.88,59.89,59.88,25773.0,0,0.2,0.2,Hold
2025-05-20 18:18:00,-0.024,59.92,59.92,59.91,220.0,0,0.2,0.2,Hold
2025-05-20 18:19:00,-0.014,59.93,59.93,59.92,414.0,0,0.2,0.2,Hold
2025-05-20 18:20:00,0.002,59.99,60.0,59.99,414.0,1,-59.8,0.19,Buy
2025-05-20 18:21:00,0.013,59.98,59.99,59.98,1235.0,1,-59.8,0.18,Hold
2025-05-20 18:22:00,0.022,59.99,60.0,59.99,932.0,1,-59.8,0.19,Hold
2025-05-20 18:23:00,0.028,59.99,60.0,59.99,962.0,1,-59.8,0.19,Hold
2025-05-20 18:24:00,0.016,59.88,59.88,59.87,2089.0,1,-59.8,0.07,Hold
2025-05-20 18:25:00,0.005,59.87,59.88,59.87,769.0,1,-59.8,0.07,Hold
2025-05-20 18:26:00,-0.005,59.87,59.87,59.86,397.0,0,0.06,0.06,Sell
2025-05-20 18:27:00,-0.015,59.85,59.85,59.84,357.0,0,0.06,0.06,Hold
2025-05-20 18:28:00,-0.022,59.86,59.86,59.85,137.0,0,0.06,0.06,Hold
2025-05-20 18:29:00,-0.028,59.86,59.86,59.85,144.0,0,0.06,0.06,Hold
2025-05-20 18:30:00,-0.03,59.88,59.89,59.88,626.0,0,0.06,0.06,Hold
2025-05-20 18:31:00,-0.025,59.92,59.92,59.91,571.0,0,0.06,0.06,Hold
2025-05-20 18:32:00,-0.025,59.9,59.91,59.9,212.0,0,0.06,0.06,Hold
2025-05-20 18:33:00,-0.022,59.92,59.92,59.91,384.0,0,0.06,0.06,Hold
2025-05-20 18:34:00,-0.023,59.9,59.91,59.9,394.0,0,0.06,0.06,Hold
2025-05-20 18:35:00,-0.024,59.9,59.91,59.9,626.0,0,0.06,0.06,Hold
2025-05-20 18:36:00,-0.013,59.98,59.99,59.98,739.0,0,0.06,0.06,Hold
2025-05-20 18:37:00,-0.005,59.98,59.98,59.97,915.0,0,0.06,0.06,Hold
2025-05-20 18:38:00,0.002,59.99,59.99,59.98,1478.0,1,-59.93,0.05,Buy
2025-05-20 18:39:00,0.001,59.95,59.96,59.95,597.0,1,-59.93,0.02,Hold
2025-05-20 18:40:00,0.0,59.95,59.95,59.94,413.0,1,-59.93,0.01,Hold
2025-05-20 18:41:00,0.001,59.96,59.96,59.95,484.0,2,-119.89,0.01,Buy
2025-05-20 18:42:00,0.002,59.97,59.97,59.96,635.0,2,-119.89,0.03,Hold
2025-05-20 18:43:00,-0.008,59.9,59.91,59.9,1064.0,1,-59.99,-0.09,Sell
2025-05-20 18:44:00,-0.01,59.94,59.94,59.93,774.0,1,-59.99,-0.06,Hold
2025-05-20 18:45:00,-0.015,59.92,59.93,59.92,783.0,1,-59.99,-0.07,Hold
2025-05-20 18:46:00,-0.016,59.94,59.94,59.93,211.0,1,-59.99,-0.06,Hold
